id,name,cin,city,created_at,postal_code,street,street_number,updated_at,uri
424676,"JUDr. Ján Hesoun, exekútor",34061274,Nové Zámky,2019-07-07T04:00:58.779Z,,Komárňanská cesta,,2019-07-07T04:00:58.779Z,ico://sk/34061274
424682,"JUDr. Zita Leváková, exekútor",36091707,Trnava,2019-07-07T04:00:58.803Z,,Františkánska č.,,2019-07-07T04:00:58.803Z,ico://sk/36091707
424686,Mgr. Peter Bertók (OVM),42324793,Košice,2019-07-07T04:00:58.818Z,,Murgašova,,2019-07-07T04:00:58.818Z,ico://sk/42324793_10001
424690,"JUDr. Beata Boncseková, exekútor",36108570,Komárno,2019-07-07T04:00:58.833Z,,Ul. bisk. Királya,,2019-07-07T04:00:58.833Z,ico://sk/36108570
424696,Okresný úrad Púchov – katastrálny odbor,151866,Púchov,2019-07-07T04:00:58.855Z,02001,Štefániková,,2019-07-07T04:00:58.855Z,ico://sk/00151866_10124
424742,Mgr. Barbora Budziňáková (OVM) - exekútor,42354862,Bratislava,2019-07-07T04:00:59.019Z,81103,Kozia,17,2019-07-07T04:00:59.019Z,ico://sk/42354862_10001
424807,"Mgr. Štefan Marček, exekútor",32625367,Lučenec,2019-07-07T04:00:59.266Z,,Jiráskova,,2019-07-07T04:00:59.266Z,ico://sk/32625367
424814,"JUDr. Michal Burda, exekútor",36163554,Humenné,2019-07-07T04:00:59.291Z,,Štefánikova,,2019-07-07T04:00:59.291Z,ico://sk/36163554
424820,Mesto Čierna nad Tisou,331465,Čierna nad Tisou,2019-07-07T04:00:59.316Z,07643,Námestie pionierov,1,2019-07-07T04:00:59.316Z,ico://sk/00331465_10001
424865,"JUDr. Ján Siget, advokát",40276449,Žilina,2019-07-07T04:00:59.485Z,,Bottova,,2019-07-07T04:00:59.485Z,ico://sk/40276449_19998
424868,"Mgr. Dáša Skýpalová, exekútor",31783481,Bratislava,2019-07-07T04:00:59.496Z,,Plynárenská,,2019-07-07T04:00:59.496Z,ico://sk/31783481
424936,"JUDr. Bartolomej Jakubčák, exekútor",35517948,Michalovce,2019-07-07T04:00:59.765Z,,Nám.Slobody,,2019-07-07T04:00:59.765Z,ico://sk/35517948
424941,Mgr. Lujza Michalovičová (OVM),42188903,Zvolen,2019-07-07T04:00:59.785Z,,Stráž,223,2019-07-07T04:00:59.785Z,ico://sk/42188903_10001
424949,Mgr. Jozef Deák (OVM),42196477,Banská Bystrica,2019-07-07T04:00:59.818Z,,Horná,,2019-07-07T04:00:59.818Z,ico://sk/42196477_10001
424991,"Mgr. Marián Janec, súdny exekútor",42214939,Žilina,2019-07-07T04:00:59.974Z,,Sad SNP,12,2019-07-07T04:00:59.974Z,ico://sk/42214939_10001
424999,"JUDr. Vladimír Sucháček, exekútor",36101044,Pezinok,2019-07-07T04:01:00.003Z,,Hrnčiarska,,2019-07-07T04:01:00.003Z,ico://sk/36101044
425003,"JUDr. Paulína Demianová, exekútor",42266947,Bratislava,2019-07-07T04:01:00.023Z,,Vajnorská,,2019-07-07T04:01:00.023Z,ico://sk/42266947
425004,"JUDr. Mgr. Andrej Dembický, exekútor",31274765,Košice,2019-07-07T04:01:00.027Z,,Werferova,,2019-07-07T04:01:00.027Z,ico://sk/31274765
425005,"JUDr. Anetta Demešová, exekútor",42208360,Vráble,2019-07-07T04:01:00.032Z,,1. mája,,2019-07-07T04:01:00.032Z,ico://sk/42208360
425008,"JUDr. Ladislav Mikeska, exekútor",37902857,Liptovský Mikuláš,2019-07-07T04:01:00.051Z,,M. Pišúta,,2019-07-07T04:01:00.051Z,ico://sk/37902857
425009,"Mgr. Monika Mikulíková, exekútor",35658681,Banská Bystrica,2019-07-07T04:01:00.061Z,,Rudlovská cesta,,2019-07-07T04:01:00.061Z,ico://sk/35658681
425049,"Mgr. Katarína Szabóová, exekútor",37848666,Dunajská Streda,2019-07-07T04:01:00.230Z,,Nám. A. Vámbéryho,,2019-07-07T04:01:00.230Z,ico://sk/37848666
425050,"JUDr. Alena Szalayová, exekútor",36100021,Levice,2019-07-07T04:01:00.235Z,,P. Jilemnického,,2019-07-07T04:01:00.235Z,ico://sk/36100021
425063,Obec Hliník nad Hronom - matričný úrad,320609,Hliník nad Hronom,2019-07-07T04:01:00.290Z,96601,Železničná,,2019-07-07T04:01:00.290Z,ico://sk/00320609_10001
425101,"JUDr. Jozef Kaduch, exekútor",35655887,Žilina,2019-07-07T04:01:00.488Z,,Dolný Val,,2019-07-07T04:01:00.488Z,ico://sk/35655887
425109,"JUDr. Viera Šovčíková, exekútor",31760775,Bratislava,2019-07-07T04:01:00.530Z,,Obchodná,,2019-07-07T04:01:00.530Z,ico://sk/31760775
425152,"JUDr. PhDr. Pavel Štukovský, exekútor",34056700,Nové Mesto n/Váhom,2019-07-07T04:01:00.777Z,,Holubyho,,2019-07-07T04:01:00.777Z,ico://sk/34056700
425158,Mgr. Martin Thomka (OVM),42218373,Martin,2019-07-07T04:01:00.802Z,,A.Kmeťa,,2019-07-07T04:01:00.802Z,ico://sk/42218373_10001
425204,Mgr. Sandra Tudíková (OVM),42183201,Bratislava,2019-07-07T04:01:01.055Z,,Zelená,,2019-07-07T04:01:01.055Z,ico://sk/42183201_10001
425346,Obec Bohdanovce nad Trnavou - Matričný úrad,312266,Bohdanovce nad Trnavou,2019-07-07T04:01:01.683Z,91909,,,2019-07-07T04:01:01.683Z,ico://sk/00312266_10001
425429,Obec Horné Orešany - Matričný úrad,312533,Horné Orešany,2019-07-07T04:01:02.194Z,91903,,,2019-07-07T04:01:02.194Z,ico://sk/00312533_10001
425892,Obec Ľubá - Matričný úrad,309052,Ľubá,2019-07-07T04:01:04.507Z,94353,,,2019-07-07T04:01:04.507Z,ico://sk/00309052_10001
425911,Základná škola s materskou školou Krásno nad Kysucou,37812131,,2019-07-07T04:01:04.614Z,,,,2019-07-07T04:01:04.614Z,ico://sk/37812131
426034,Okresný úrad Ilava - katastrálny odbor,151866,Ilava,2019-07-07T04:01:05.271Z,01901,Mierové námestie,18,2019-07-07T04:01:05.271Z,ico://sk/00151866_10005
426066,"Stredná odborná škola- Szakkőzépiskola, Kravany nad Dunajom",159042,Kravany nad Dunajom,2019-07-07T04:01:05.623Z,94636,Dunajský rad,,2019-07-07T04:01:05.623Z,ico://sk/0159042
426114,"Úrad práce, sociálnych vecí a rodiny Malacky",30794552,Malacky,2019-07-07T04:01:06.089Z,90101,Záhorácka,60A,2019-07-07T04:01:06.089Z,ico://sk/30794552
426172,Základná škola Bidovce,31986081,,2019-07-07T04:01:06.605Z,,,,2019-07-07T04:01:06.605Z,ico://sk/31986081
426286,"Úrad práce, sociálnych vecí a rodiny Považská Bystrica",37916297,Považská Bystrica,2019-07-07T04:01:20.013Z,01701,Centrum,17,2019-07-07T04:01:20.013Z,ico://sk/37916297
426694,testovacia OJ,42156424,,2019-07-07T04:01:27.468Z,,,,2019-07-07T04:01:27.468Z,ico://sk/42156424_10021
426364,TEST OVM MM update name,80060001,,2019-07-07T04:01:20.731Z,,,,2019-07-07T04:01:20.731Z,ico://sk/80060001
426367,Test_OJ_23_01,87456123,,2019-07-07T04:01:20.756Z,,,,2019-07-07T04:01:20.756Z,ico://sk/87456123_107666
426369,TestOVM_10_06,110011,,2019-07-07T04:01:20.774Z,,,,2019-07-07T04:01:20.774Z,ico://sk/00110011
426372,Test OJ1,42156424,,2019-07-07T04:01:20.799Z,,,,2019-07-07T04:01:20.799Z,ico://sk/42156424_10029
426386,oj test,42156424,,2019-07-07T04:01:20.934Z,,,,2019-07-07T04:01:20.934Z,ico://sk/42156424_10026
426387,test OJ MH,42156424,,2019-07-07T04:01:20.944Z,,,,2019-07-07T04:01:20.944Z,ico://sk/42156424_10006
426388,Test OJ MM update,42156424,,2019-07-07T04:01:20.952Z,,,,2019-07-07T04:01:20.952Z,ico://sk/42156424_10009
426390,Orgán verejnej moci TEST2_12_12,87411123,,2019-07-07T04:01:20.968Z,,,,2019-07-07T04:01:20.968Z,ico://sk/87411123
426405,Test_UPVS,33333666,,2019-07-07T04:01:21.090Z,,,,2019-07-07T04:01:21.090Z,ico://sk/33333666
426424,T OJ,42156424,,2019-07-07T04:01:21.226Z,,,,2019-07-07T04:01:21.226Z,ico://sk/42156424_10024
426425,NASES OJ_test,42156424,,2019-07-07T04:01:21.232Z,,,,2019-07-07T04:01:21.232Z,ico://sk/42156424_10007
426428,TEST_OVM_12_8,130029,,2019-07-07T04:01:21.254Z,,,,2019-07-07T04:01:21.254Z,ico://sk/00130029
426430,Daňový úrad Banská Bystrica - kontaktné miesto Detva,42499500,Detva,2019-07-07T04:01:21.269Z,962 12,J.G.Tajovského,1462,2019-07-07T04:01:21.269Z,ico://sk/42499500_10091
426431,Daňový úrad Banská Bystrica - kontaktné miesto Krupina,42499500,Krupina,2019-07-07T04:01:21.276Z,963 01,Kuzmányho,4,2019-07-07T04:01:21.276Z,ico://sk/42499500_10092
426432,Daňový úrad Banská Bystrica - kontaktné miesto Revúca,42499500,Revúca,2019-07-07T04:01:21.282Z,050 62,Ul. Jilemnického,36,2019-07-07T04:01:21.282Z,ico://sk/42499500_10093
426433,Daňový úrad Banská Bystrica - kontaktné miesto Tornaľa,42499500,Tornaľa,2019-07-07T04:01:21.289Z,982 01,Škultétyho,12,2019-07-07T04:01:21.289Z,ico://sk/42499500_10094
426434,Daňový úrad Banská Bystrica - pobočka Brezno,42499500,Brezno,2019-07-07T04:01:21.304Z,977 01,Laskomerského,14,2019-07-07T04:01:21.304Z,ico://sk/42499500_10095
426435,Daňový úrad Banská Bystrica - pobočka Lučenec,42499500,Lučenec,2019-07-07T04:01:21.311Z,984 01,Novohradská,9,2019-07-07T04:01:21.311Z,ico://sk/42499500_10096
426436,Daňový úrad Banská Bystrica - pobočka Rimavská Sobota,42499500,Rimavská Sobota,2019-07-07T04:01:21.318Z,979 01,"Francisciho, P.O.BOX 126",9,2019-07-07T04:01:21.318Z,ico://sk/42499500_10097
426437,Daňový úrad Banská Bystrica - pobočka Veľký Krtíš,42499500,Veľký Krtíš,2019-07-07T04:01:21.324Z,990 22,SNP,2,2019-07-07T04:01:21.324Z,ico://sk/42499500_10098
426438,Daňový úrad Banská Bystrica - pobočka Zvolen,42499500,Zvolen,2019-07-07T04:01:21.330Z,960 99,J. Kozáčeka,38,2019-07-07T04:01:21.330Z,ico://sk/42499500_10099
426443,"JUDr. Jozef Oceľ, notár",42304202,Banská Bystrica,2019-07-07T04:01:21.365Z,97401,Československej armády,26,2019-07-07T04:01:21.365Z,ico://sk/42304202_10001
426446,Daňový úrad Prešov - kontaktné miesto Stropkov,42499500,Stropkov,2019-07-07T04:01:21.384Z,091 01,Hlavná,61,2019-07-07T04:01:21.384Z,ico://sk/42499500_10145
426447,Daňový úrad Prešov - pobočka Bardejov,42499500,Bardejov,2019-07-07T04:01:21.393Z,085 28,Partizánska,3014,2019-07-07T04:01:21.393Z,ico://sk/42499500_10146
426448,Daňový úrad Prešov - pobočka Humenné,42499500,Humenné,2019-07-07T04:01:21.400Z,066 39,Štefánikova,18,2019-07-07T04:01:21.400Z,ico://sk/42499500_10147
426449,Daňový úrad Prešov - pobočka Poprad,42499500,Poprad,2019-07-07T04:01:21.406Z,058 01,Štefánikova,13,2019-07-07T04:01:21.406Z,ico://sk/42499500_10148
426450,Daňový úrad Prešov - pobočka Stará Ľubovňa,42499500,Stará Ľubovňa,2019-07-07T04:01:21.413Z,064 01,Prešovská,1,2019-07-07T04:01:21.413Z,ico://sk/42499500_10149
426451,Daňový úrad Prešov - pobočka Svidník,42499500,Svidník,2019-07-07T04:01:21.420Z,089 01,Gen. Svobodu,29,2019-07-07T04:01:21.420Z,ico://sk/42499500_10150
426452,Daňový úrad Prešov - pobočka Vranov nad Topľou,42499500,Vranov nad Topľou,2019-07-07T04:01:21.430Z,093 30,Námestie slobody,968,2019-07-07T04:01:21.430Z,ico://sk/42499500_10151
426453,Daňový úrad Trenčín,42499500,Trenčín,2019-07-07T04:01:21.448Z,911 33,K dolnej stanici,22,2019-07-07T04:01:21.448Z,ico://sk/42499500_10152
426454,Daňový úrad Trenčín - kontaktné miesto Bánovce nad Bebravou,42499500,Bánovce nad Bebravou,2019-07-07T04:01:21.473Z,957 01,Nám. Ľ.Štúra,7.1,2019-07-07T04:01:21.473Z,ico://sk/42499500_10153
426455,Colný úrad Košice - pobočka Košice - daňová,42499500,,2019-07-07T04:01:21.489Z,040 02,Jiskrova,5,2019-07-07T04:01:21.489Z,ico://sk/42499500_10020
426456,Colný úrad Košice - pobočka Košice - Haniska - colná,42499500,Haniska,2019-07-07T04:01:21.506Z,044 57,Areál prekladisko Haniska,,2019-07-07T04:01:21.506Z,ico://sk/42499500_10021
426457,Colný úrad Košice - pobočka Košice Letisko - hraničná,42499500,,2019-07-07T04:01:21.518Z,041 75,Letisko Košice,982,2019-07-07T04:01:21.518Z,ico://sk/42499500_10022
426458,Colný úrad Michalovce - pobočka Dobrá- terminál kombinovanej dopravy colná a daňová,42499500,Čierna nad Tisou,2019-07-07T04:01:21.533Z,076 43,Terminál kombinovanej dopravy Dobrá,,2019-07-07T04:01:21.533Z,ico://sk/42499500_10031
426459,Colný úrad Michalovce - pobočka Maťovce - železničný colný hraničný široký rozchod,42499500,Veľké Kapušany,2019-07-07T04:01:21.551Z,079 01,Maťovce ŽSR - široký rozchod,,2019-07-07T04:01:21.551Z,ico://sk/42499500_10032
426460,Colný úrad Michalovce - pobočka Michalovce - colná a daňová,42499500,Michalovce,2019-07-07T04:01:21.564Z,071 01,Plynárenská,4,2019-07-07T04:01:21.564Z,ico://sk/42499500_10033
426461,Colný úrad Michalovce - pobočka Trebišov - daňová,42499500,Trebišov,2019-07-07T04:01:21.578Z,075 01,M.R. Štefánika,29,2019-07-07T04:01:21.578Z,ico://sk/42499500_10034
426462,Colný úrad Michalovce - pobočka Ubľa - cestný colný hraničný priechod,42499500,Ubľa,2019-07-07T04:01:21.590Z,067 73,Hraničný priechod Ubľa,,2019-07-07T04:01:21.590Z,ico://sk/42499500_10035
426463,Colný úrad Michalovce - pobočka Veľké Slemence - cestný colný hraničný prechod,42499500,Ruská,2019-07-07T04:01:21.601Z,076 77,Hraničný priechod Veľké Slemence,,2019-07-07T04:01:21.601Z,ico://sk/42499500_10036
426464,Daňový úrad Banská Bystrica - pobočka Žiar nad Hronom,42499500,Žiar nad Hronom,2019-07-07T04:01:21.610Z,965 01,Ul. SNP,132,2019-07-07T04:01:21.610Z,ico://sk/42499500_10100
426465,Daňový úrad Bratislava,42499500,,2019-07-07T04:01:21.617Z,831 53,Račianska,153,2019-07-07T04:01:21.617Z,ico://sk/42499500_10101
426466,Daňový úrad Bratislava,42499500,,2019-07-07T04:01:21.626Z,817 73,Radlinského,37,2019-07-07T04:01:21.626Z,ico://sk/42499500_10102
426467,Daňový úrad Bratislava,42499500,,2019-07-07T04:01:21.634Z,850 00,"Ševčenkova, P.O.Box 154",32,2019-07-07T04:01:21.634Z,ico://sk/42499500_10103
426468,Daňový úrad Bratislava,42499500,,2019-07-07T04:01:21.649Z,821 02,V.Clementisa,10,2019-07-07T04:01:21.649Z,ico://sk/42499500_10104
426469,Daňový úrad Bratislava - pobočka Malacky,42499500,Malacky,2019-07-07T04:01:21.657Z,901 01,Záhorácka,17,2019-07-07T04:01:21.657Z,ico://sk/42499500_10105
426470,Daňový úrad Bratislava - pobočka Pezinok,42499500,Pezinok,2019-07-07T04:01:21.666Z,902 01,Moyzesova,2,2019-07-07T04:01:21.666Z,ico://sk/42499500_10106
426471,Daňový úrad Bratislava - pobočka Senec,42499500,Senec,2019-07-07T04:01:21.674Z,903 01,Mierové námestie,17,2019-07-07T04:01:21.674Z,ico://sk/42499500_10107
426472,Daňový úrad Košice,42499500,,2019-07-07T04:01:21.682Z,041 90,Rozvojová,2,2019-07-07T04:01:21.682Z,ico://sk/42499500_10108
426473,Daňový úrad Košice,42499500,,2019-07-07T04:01:21.689Z,040 01,Tomášikova,35,2019-07-07T04:01:21.689Z,ico://sk/42499500_10109
426474,Test OVM MM 2001,80060100,,2019-07-07T04:01:21.697Z,,,,2019-07-07T04:01:21.697Z,ico://sk/80060100
426475,Colný úrad Michalovce - pobočka Vyšné Nemecké - cestný colný hraničný prechod,42499500,Krčava,2019-07-07T04:01:21.704Z,072 51,Hraničný priechod Vyšné Nemecké,,2019-07-07T04:01:21.704Z,ico://sk/42499500_10037
426476,Colný úrad Nitra,42499500,Nitra,2019-07-07T04:01:21.715Z,950 50,Priemyselná,5,2019-07-07T04:01:21.715Z,ico://sk/42499500_10038
426477,Daňový úrad Trenčín - kontaktné miesto Dubnica nad Váhom,42499500,Dubnica nad Váhom,2019-07-07T04:01:21.727Z,018 41,Bratislavská,380,2019-07-07T04:01:21.727Z,ico://sk/42499500_10154
426478,Daňový úrad Trenčín - kontaktné miesto Myjava,42499500,Myjava,2019-07-07T04:01:21.738Z,907 01,M.R. Štefánika,6,2019-07-07T04:01:21.738Z,ico://sk/42499500_10155
426479,Daňový úrad Trenčín - kontaktné miesto Púchov,42499500,Púchov,2019-07-07T04:01:21.758Z,020 01,Štefánikova,820,2019-07-07T04:01:21.758Z,ico://sk/42499500_10156
426480,Daňový úrad Trenčín - pobočka Nové Mesto nad Váhom,42499500,Nové Mesto nad Váhom,2019-07-07T04:01:21.772Z,915 01,Hviezdoslavova,36,2019-07-07T04:01:21.772Z,ico://sk/42499500_10157
426481,Daňový úrad Trenčín - pobočka Partizánske,42499500,Partizánske,2019-07-07T04:01:21.788Z,958 29,Makarenkova,1,2019-07-07T04:01:21.788Z,ico://sk/42499500_10158
426482,Daňový úrad Trenčín - pobočka Považská Bystrica,42499500,Považská Bystrica,2019-07-07T04:01:21.809Z,017 01,Centrum,43,2019-07-07T04:01:21.809Z,ico://sk/42499500_10159
426483,Daňový úrad Trenčín - pobočka Prievidza,42499500,Prievidza,2019-07-07T04:01:21.823Z,971 01,ul. G. Švéniho,2727,2019-07-07T04:01:21.823Z,ico://sk/42499500_10160
426484,Daňový úrad Trnava,42499500,Trnava,2019-07-07T04:01:21.847Z,917 65,Hlboká,8/1,2019-07-07T04:01:21.847Z,ico://sk/42499500_10161
426485,Daňový úrad Košice - kontaktné miesto Gelnica,42499500,Gelnica,2019-07-07T04:01:21.857Z,056 01,Slovenská,52,2019-07-07T04:01:21.857Z,ico://sk/42499500_10110
426486,Daňový úrad Košice - kontaktné miesto Kráľovský Chlmec,42499500,Kráľovský Chlmec,2019-07-07T04:01:21.868Z,077 01,Mierová,2,2019-07-07T04:01:21.868Z,ico://sk/42499500_10111
426487,Daňový úrad Košice - kontaktné miesto Moldava nad Bodvou,42499500,Moldava nad Bodvou,2019-07-07T04:01:21.886Z,045 23,Hlavná,112,2019-07-07T04:01:21.886Z,ico://sk/42499500_10112
426488,Daňový úrad Košice - kontaktné miesto Sobrance,42499500,Sobrance,2019-07-07T04:01:21.904Z,073 01,Švermova,16,2019-07-07T04:01:21.904Z,ico://sk/42499500_10113
426489,Daňový úrad Košice - kontaktné miesto Veľké Kapušany,42499500,Veľké Kapušany,2019-07-07T04:01:21.920Z,079 01,P. O. Hviezdoslava,75,2019-07-07T04:01:21.920Z,ico://sk/42499500_10114
426490,Daňový úrad Košice - pobočka Michalovce,42499500,Michalovce,2019-07-07T04:01:21.934Z,071 01,Alexandra Markuša,1,2019-07-07T04:01:21.934Z,ico://sk/42499500_10115
426491,Daňový úrad Košice - pobočka Rožňava,42499500,Rožňava,2019-07-07T04:01:21.960Z,048 17,Zeleného stromu,10,2019-07-07T04:01:21.960Z,ico://sk/42499500_10116
426492,Daňový úrad Košice - pobočka Spišská Nová Ves,42499500,Spišská Nová Ves,2019-07-07T04:01:21.984Z,052 73,Školská,24,2019-07-07T04:01:21.984Z,ico://sk/42499500_10117
426493,Daňový úrad Košice - pobočka Trebišov,42499500,Trebišov,2019-07-07T04:01:22.008Z,075 01,Jána Husa,10,2019-07-07T04:01:22.008Z,ico://sk/42499500_10118
426494,Daňový úrad Nitra,42499500,Nitra,2019-07-07T04:01:22.022Z,949 01,Coboriho,2,2019-07-07T04:01:22.022Z,ico://sk/42499500_10119
426495,Daňový úrad Trnava,42499500,Trnava,2019-07-07T04:01:22.031Z,917 65,Piešťanská,3,2019-07-07T04:01:22.031Z,ico://sk/42499500_10162
426496,Colný úrad Košice - pobočka Košice Pošta - hraničná,42499500,,2019-07-07T04:01:22.040Z,040 02,Thurzova,3,2019-07-07T04:01:22.040Z,ico://sk/42499500_10023
426497,Colný úrad Košice - pobočka Rožňava - colná časť kombinovanej PCÚ,42499500,Rožňava,2019-07-07T04:01:22.049Z,048 01,Štítnická,23,2019-07-07T04:01:22.049Z,ico://sk/42499500_10024
426498,Colný úrad Košice - pobočka Rožňava - daňová časť kombinovanej PCÚ,42499500,Rožňava,2019-07-07T04:01:22.058Z,048 17,Zeleného stromu,10,2019-07-07T04:01:22.058Z,ico://sk/42499500_10025
426499,Colný úrad Košice - pobočka Spišská Nová Ves - colná a daňová,42499500,Spišská Nová Ves,2019-07-07T04:01:22.077Z,052 01,Odborárov,10,2019-07-07T04:01:22.077Z,ico://sk/42499500_10026
426500,Colný úrad Košice - stanica CÚ Košice - centrála,42499500,,2019-07-07T04:01:22.095Z,040 01,Národná trieda,27,2019-07-07T04:01:22.095Z,ico://sk/42499500_10027
426501,Colný úrad Michalovce,42499500,Michalovce,2019-07-07T04:01:22.125Z,071 01,Plynárenská,4,2019-07-07T04:01:22.125Z,ico://sk/42499500_10028
426502,Colný úrad Michalovce - Odd. špeciálnych technológií,42499500,Krčava,2019-07-07T04:01:22.138Z,072 51,Hraničný priechod Vyšné Nemecké/ Hraničný priechod Maťovce,,2019-07-07T04:01:22.138Z,ico://sk/42499500_10029
426503,Colný úrad Michalovce - pobočka Čierna nad Tisou - železničný colný hraničný prechod,42499500,Čierna nad Tisou,2019-07-07T04:01:22.163Z,076 43,Železničná,212,2019-07-07T04:01:22.163Z,ico://sk/42499500_10030
426504,Daňový úrad Nitra,42499500,Nitra,2019-07-07T04:01:22.177Z,949 01,Damborského,5,2019-07-07T04:01:22.177Z,ico://sk/42499500_10120
426505,Daňový úrad Nitra,42499500,Nitra,2019-07-07T04:01:22.197Z,949 01,Vodná,33,2019-07-07T04:01:22.197Z,ico://sk/42499500_10121
426506,Daňový úrad Nitra - kontaktné miesto Hurbanovo,42499500,Hurbanovo,2019-07-07T04:01:22.208Z,947 01,Komárňanská,147,2019-07-07T04:01:22.208Z,ico://sk/42499500_10122
426507,Daňový úrad Nitra - kontaktné miesto Kolárovo,42499500,Kolárovo,2019-07-07T04:01:22.223Z,946 03,Dlhá ulica,2,2019-07-07T04:01:22.223Z,ico://sk/42499500_10123
426508,Daňový úrad Nitra - kontaktné miesto Šahy,42499500,Šahy,2019-07-07T04:01:22.235Z,936 01,F. Rákócziho II.,7,2019-07-07T04:01:22.235Z,ico://sk/42499500_10124
426509,Daňový úrad Nitra - kontaktné miesto Šala,42499500,Šaľa,2019-07-07T04:01:22.246Z,927 01,P. Pázmaňa,19,2019-07-07T04:01:22.246Z,ico://sk/42499500_10125
426510,Daňový úrad Nitra - kontaktné miesto Šurany,42499500,Šurany,2019-07-07T04:01:22.260Z,942 01,ul. SNP,69,2019-07-07T04:01:22.260Z,ico://sk/42499500_10126
426511,Daňový úrad Nitra - kontaktné miesto Zlaté Moravce,42499500,Zlaté Moravce,2019-07-07T04:01:22.269Z,953 01,Hviezdoslavova,183,2019-07-07T04:01:22.269Z,ico://sk/42499500_10127
426512,Daňový úrad Nitra - kontaktné miesto Želiezovce,42499500,Želiezovce,2019-07-07T04:01:22.280Z,937 01,Komenského,8,2019-07-07T04:01:22.280Z,ico://sk/42499500_10128
426513,Daňový úrad Nitra - pobočka Komárno,42499500,Komárno,2019-07-07T04:01:22.296Z,945 05,Dunajské nábrežie,11,2019-07-07T04:01:22.296Z,ico://sk/42499500_10129
426514,TEST OVM MM 1812_01,80063000,,2019-07-07T04:01:22.317Z,,,,2019-07-07T04:01:22.317Z,ico://sk/80063000
426515,Colný úrad Nitra - pobočka Komárno - colná a daňová,42499500,Komárno,2019-07-07T04:01:22.329Z,945 01,Most,,2019-07-07T04:01:22.329Z,ico://sk/42499500_10039
426516,Colný úrad Nitra - pobočka Levice - colná a daňová,42499500,Levice,2019-07-07T04:01:22.340Z,934 01,Družstevnícka,5089,2019-07-07T04:01:22.340Z,ico://sk/42499500_10040
426517,Colný úrad Nitra - pobočka Nitra - colná,42499500,Nitra,2019-07-07T04:01:22.349Z,950 50,Bratislavská,3,2019-07-07T04:01:22.349Z,ico://sk/42499500_10041
426518,Colný úrad Nitra - pobočka Nitra Priemyselná - daňová,42499500,Nitra,2019-07-07T04:01:22.359Z,950 50,Priemyselná,5,2019-07-07T04:01:22.359Z,ico://sk/42499500_10042
426519,Colný úrad Nitra - pobočka Nové Zámky nácestné stredisko - colná a daňová,42499500,Nové Zámky,2019-07-07T04:01:22.369Z,940 01,Komárňanská cesta,13,2019-07-07T04:01:22.369Z,ico://sk/42499500_10043
426520,Colný úrad Nitra - pobočka Štúrovo - daňová,42499500,Štúrovo,2019-07-07T04:01:22.387Z,943 01,Námestie Slobody,9,2019-07-07T04:01:22.387Z,ico://sk/42499500_10044
426521,Colný úrad Nitra - pobočka Topoľčany - colná a daňová,42499500,Topoľčany,2019-07-07T04:01:22.403Z,955 01,M. Rázusa,44,2019-07-07T04:01:22.403Z,ico://sk/42499500_10045
426522,Colný úrad Nitra - stanica CÚ Nitra - centrála,42499500,Nitra,2019-07-07T04:01:22.429Z,950 50,Priemyselná,5,2019-07-07T04:01:22.429Z,ico://sk/42499500_10046
426523,Colný úrad Nitra - stanica CÚ Štúrovo,42499500,Štúrovo,2019-07-07T04:01:22.452Z,943 01,Nám. Slobody,9,2019-07-07T04:01:22.452Z,ico://sk/42499500_10047
426524,Daňový úrad Trnava - kontaktné miesto Hlohovec,42499500,Hlohovec,2019-07-07T04:01:22.477Z,920 01,Podzámska,39,2019-07-07T04:01:22.477Z,ico://sk/42499500_10163
426525,Daňový úrad Nitra - pobočka Levice,42499500,Levice,2019-07-07T04:01:22.495Z,934 03,Vajanského,5,2019-07-07T04:01:22.495Z,ico://sk/42499500_10130
426526,Daňový úrad Nitra - pobočka Nové Zámky,42499500,Nové Zámky,2019-07-07T04:01:22.513Z,940 62,Kukučínova,1,2019-07-07T04:01:22.513Z,ico://sk/42499500_10131
426527,Daňový úrad Nitra - pobočka Štúrovo,42499500,Štúrovo,2019-07-07T04:01:22.526Z,943 01,Ostrihomská cesta,5,2019-07-07T04:01:22.526Z,ico://sk/42499500_10132
426528,Daňový úrad Nitra - pobočka Topoľčany,42499500,Topoľčany,2019-07-07T04:01:22.541Z,955 56,Krušovská,89,2019-07-07T04:01:22.541Z,ico://sk/42499500_10133
426529,"Daňový úrad pre VDS, referát",42499500,Žilina,2019-07-07T04:01:22.559Z,010 01,Janka Kráľa,2,2019-07-07T04:01:22.559Z,ico://sk/42499500_10134
426530,"Daňový úrad pre VDS, referát",42499500,Banská Bystrica,2019-07-07T04:01:22.577Z,974 01,Lazovná,63,2019-07-07T04:01:22.577Z,ico://sk/42499500_10135
426531,"Daňový úrad pre VDS, referát",42499500,,2019-07-07T04:01:22.589Z,040 01,Tomášikova,35,2019-07-07T04:01:22.589Z,ico://sk/42499500_10136
426532,Daňový úrad pre vybrané daňové subjekty,42499500,,2019-07-07T04:01:22.607Z,817 73,Radlinského,37,2019-07-07T04:01:22.607Z,ico://sk/42499500_10137
426533,Daňový úrad Prešov,42499500,Prešov,2019-07-07T04:01:22.627Z,080 01,Hviezdoslavova,7,2019-07-07T04:01:22.627Z,ico://sk/42499500_10138
