_id,ICO,URI,Nazov,Dátum poslednej aktualizácie: 30.6.2019
7662,35987341,ico://sk/35987341,Hontiansko-novohradská knižnica A.H.Škultétyho Veľký Krtíš,
7663,31785221,ico://sk/31785221,"Základná škola s materskou školou Sibírska 39, Bratislava",
7664,42231361,ico://sk/42231361,"JUDr. Emília Čopíková, notár",
7665,35553588,ico://sk/35553588,"Súkromná základná umelecká škola, Krosnianska 6, Košice",
7666,35569417,ico://sk/35569417,"Základná škola s materskou školou, Ul. SNP 446/178, Hraň",
7667,323721,ico://sk/00323721,Obec Volica,
7668,42208033,ico://sk/42208033,Mestské stredisko kultúry a športu Zlaté Moravce,
7670,313556,ico://sk/00313556,Obec Lom nad Rimavicou,
7671,48485357,ico://sk/48485357_00331,"Správca - Kasatkin Alexander, JUDr.",
7672,325821,ico://sk/00325821_10001,Materská škola Stretava,
7673,31201105,ico://sk/31201105,"Zuzana Karasová, notár",
7674,48485357,ico://sk/48485357_00497,"Správca - Puškár Adam, JUDr.",
7675,48485357,ico://sk/48485357_00159,"Správca - B.F.B. správcovská, v.o.s.",
7676,37888595,ico://sk/37888595,Základná škola J. Alexyho Zvolen,
7677,37957660,ico://sk/37957660,Materská škola marš. Malinovského Zvolen,
7678,30817129,ico://sk/30817129,"JUDr. Jarmila Polakovičová, notár",
7679,690155,ico://sk/00690155,Obec Oľšinkov,
7680,48485357,ico://sk/48485357_00446,"Správca - Ďaďo Jaroslav, Ing.",
7681,305031,ico://sk/00305031,"Obec Píla, okres Pezinok",
7682,151866,ico://sk/00151866_10262,Okresný úrad Snina,
7683,327921,ico://sk/00327921,Obec Uzovce,
7684,151866,ico://sk/00151866_12035,Okresné riaditeľstvo Hasičského a záchranného zboru vo Vranove nad Topľou,
7685,48485357,ico://sk/48485357_00358,"Správca - Krčová Anita, JUDr.",
7686,17331927,ico://sk/17331927_3070,Inšpektorát Slovenskej obchodnej inšpekcie so sídlom v Prešove pre Prešovský kraj,
7687,319392,ico://sk/00319392,Obec Kosihovce,
7688,36126560,ico://sk/36126560,Základná škola s materskou školou Svinná,
7689,42499500,ico://sk/42499500_10192,Finančné riaditeľstvo SR - CEP,
7690,692531,ico://sk/00692531,Obec Trnovo,
7691,37864351,ico://sk/37864351,"ZŠ s MŠ, Jur nad Hronom",
7692,37989073,ico://sk/37989073,Základná umelecká škola Jaslovské Bohunice,
7693,42339952,ico://sk/42339952,"Súkromné odborné učilište Biela voda 2, Kežmarok",
7694,42337062,ico://sk/42337062,Materská škola Hurbanovo,
7695,37812297,ico://sk/37812297,Základná škola M. R. Štefánika Čadca,
7696,323802,ico://sk/00323802,"Obec Závadka, okres Humenné",
7697,317080,ico://sk/00317080,Obec Bolešov,
7698,35630001,ico://sk/35630001,Špeciálna základná škola Veľký Meder,
7699,650129,ico://sk/00650129,Obec Nižný Skálnik,
7700,35630027,ico://sk/35630027,"Spojená škola Školská 212, Sládkovičovo",
7701,17061733,ico://sk/17061733,Obec Malý Krtíš,
7702,37864513,ico://sk/37864513,"Základná škola Štefana Senčíka, Tekovská 17, Starý Tekov",
7703,36126802,ico://sk/36126802,"Základná škola, Mariánska ul. 554/19, Prievidza",
7704,35540591,ico://sk/35540591,"Základná škola Masarykova 19/A, Košice",
7705,37872885,ico://sk/37872885,"Základná škola s materskou školou, Ľubotín",
7706,320986,ico://sk/00320986,Obec Rudno nad Hronom,
7707,309443,ico://sk/00309443_10003,Materská škola Budovateľská,
7708,307319,ico://sk/00307319,Obec Nový Tekov,
7709,48485357,ico://sk/48485357_00372,"Správca - Kadura Lubomír, Mgr.",
7710,35572531,ico://sk/35572531,"Súkromná materská škola, Tatranská 10, Košice",
7711,35549378,ico://sk/35549378,"JUDr. Alexandra Palovčíková, notár",
7712,606766,ico://sk/00606766,"Stredná zdravotnícka škola, Moyzesova 17, Košice",
7713,650200,ico://sk/00650200,Obec Nová Ves,
7714,324507,ico://sk/00324507_710025726,"Materská škola, Čaksová 167/1, Nižný Klátov",
7715,330345,ico://sk/00330345,Obec Brusnica,
7716,48485357,ico://sk/48485357_00425,"Správca - Ďurana Marian, JUDr., PhD.",
7717,34057480,ico://sk/34057480_10001,ceprvpsnm,
7718,321061,ico://sk/00321061,Obec Veľká Lehota,
7719,37838628,ico://sk/37838628,"Materská škola, Štúrova 419/1, Leopoldov",
7720,304727,ico://sk/00304727,"Obec Doľany, okres Pezinok",
7721,151866,ico://sk/00151866_12008,Okresné riaditeľstvo Hasičského a záchranného zboru v Lučenci,
7722,158496,ico://sk/00158496,Stredná odborná škola hotelových služieb a obchodu Banská Bystrica,
7723,37813048,ico://sk/37813048,Základná škola Lietavská Lúčka,
7724,310832,ico://sk/00310832,Obec Nitrianska Streda,
7725,30997241,ico://sk/30997241,"Základná škola sv. Ladislava, Lipová 3868, Topoľčany",
7726,649091,ico://sk/00649091,Obec Sudince,
7727,324001,ico://sk/00324001,Obec Budimír,
7728,37874080,ico://sk/37874080,Základná škola s materskou školou a ŠJ Kamenica nad Cirochou,
7729,48485357,ico://sk/48485357_00131,"Správca - Bátory Tibor, Ing.",
7730,326038,ico://sk/00326038,Obec Záhor,
7731,309923,ico://sk/00309923,"Obec Rohožník, (okr. Malacky)",
7732,30811457,ico://sk/30811457,Centrum pre medzinárodnoprávnu ochranu detí a mládeže,
7733,30845572,ico://sk/30845572_0016,"Ministerstvo obrany SR, Úrad správy majetku štátu",
7734,314790,ico://sk/00314790,Obec Podbiel,
7735,48485357,ico://sk/48485357_00176,"Správca - Havlát Róbert, Ing. Bc.",
7736,48485357,ico://sk/48485357_00525,"Správca - Tekeľ Slavomír, JUDr.",
7737,151866,ico://sk/00151866_12012,Okresné riaditeľstvo Hasičského a záchranného zboru vo Zvolene,
7738,310824,ico://sk/00310824,Obec Nitrianska Blatnica,
7739,623814,ico://sk/00623814,Obec Radoľa,
7740,42276098,ico://sk/42276098,Materská škola Lánska Považská Bystrica,
7741,17053803,ico://sk/17053803,"Stredná odborná škola, Tajovského, Banská Bystrica",
7742,305987,ico://sk/00305987,Obec Hrubý Šúr,
7743,37864254,ico://sk/37864254,Základná škola Lajosa Pongrácza Šahy,
7744,51927331,ico://sk/51927331,"JUDr. Barbora Kiššová, notár",
7745,314668,ico://sk/00314668,Obec Mútne,
7746,48485357,ico://sk/48485357_00590,"Správca - Hric Ivan, JUDr.",
7747,37941658,ico://sk/37941658,Základná škola s materskou školou Modra nad Cirochou 250,
7748,36159077,ico://sk/36159077,"Základná umelecká škola M. Moyzesa, Baštová 23, Prešov",
7749,42435048,ico://sk/42435048,"Základná škola s materskou školou, Stred 122, Zázrivá",
7750,36158143,ico://sk/36158143,Základná škola,
7786,42355028,ico://sk/42355028,"JUDr. Michala Birková, exekútor",
7787,35559420,ico://sk/35559420,"Materská škola Budapeštianska 1, Košice",
7788,319139,ico://sk/00319139_710059930,Základná škola s VJM Štrkovec,
7789,313114,ico://sk/00313114,Mesto Trnava,
7790,322393,ico://sk/00322393,Obec Mikulášová,
7791,37897039,ico://sk/37897039,Základná škola s materskou školou Sielnica,
7792,305952,ico://sk/00305952,Obec Horné Saliby,
7793,632384,ico://sk/00632384,"Centrum sociálnych služieb - AVE, Športovcov 23, Dubnica nad Váhom",
7794,35545577,ico://sk/35545577,Základná škola Blatné Remety 98,
7795,37811801,ico://sk/37811801,Základná škola Aurela Stodolu Martin,
7796,42296064,ico://sk/42296064,"JUDr. Fedor Klimo, notár",
7797,31202675,ico://sk/31202675,"Základná škola, Tematínska ulica č. 2092, Nové Mesto nad Váhom",
7798,30794536,ico://sk/30794536_0034,"Ústredie práce, sociálnych vecí a rodiny, Úrad práce, sociálnych vecí a rodiny Bardejov",
7799,738387,ico://sk/00738387,Ústav na výkon väzby a Ústav na výkon trestu odňatia slobody Košice,
7800,37873326,ico://sk/37873326,"Základná škola, Školská 558/1, Sečovská Polianka",
7801,42012805,ico://sk/42012805,Kultúrne centrum a múzeum A. Sládkoviča Krupina,
7802,35984589,ico://sk/35984589,Regionálna veterinárna a potravinová správa Zvolen,
7803,151866,ico://sk/00151866_12031,Okresné riaditeľstvo Hasičského a záchranného zboru v Poprade,
7804,329908,ico://sk/00329908,Obec Hromoš,
7805,162191,ico://sk/00162191,"Hotelová akadémia, Baštová 3182/32, Prešov",
7806,31768873,ico://sk/31768873,"Základná škola s materskou školou, Riazanská 75, Bratislava",
7807,48485357,ico://sk/48485357_00054,"Správca - Čipka Ján, JUDr.",
7808,37872907,ico://sk/37872907,Základná škola s materskou školou Plaveč,
7809,166634,ico://sk/00166634,Ústav molekulárnej biológie SAV,
7810,35541164,ico://sk/35541164,Základná škola Streda nad Bodrogom,
7811,689556,ico://sk/00689556,Obec Danišovce,
7812,36063932,ico://sk/36063932,Základná škola s materskou školou,
7813,328880,ico://sk/00328880,Obec Turčok,
7814,650099,ico://sk/00650099,"Obec Neporadza, okres Rimavská Sobota",
7815,332259,ico://sk/00332259,Obec Banské,
7816,48485357,ico://sk/48485357_00229,"Správca - Klimentová Vlasta, JUDr.",
7817,311502,ico://sk/00311502,Obec Dolná Súča,
7818,647209,ico://sk/00647209_10003,"Materská škola - Francúzskych partizánov 19, Vrútky",
7819,31810331,ico://sk/31810331,"Základná umelecká škola, Štefánikova 27, Ivanka pri Dunaji",
7820,325988,ico://sk/00325988,Obec Vrbnica,
7821,397687,ico://sk/00397687,Slovenská technická univerzita v Bratislave,
7822,37874055,ico://sk/37874055,Základná škola Duchnovičova Medzilaborce,
7823,160423,ico://sk/00160423,"Gymnázium - Gimnázium, Adyho 7, Štúrovo",
7824,160822,ico://sk/00160822,Gymnázium Martina Hattalu Trstená,
7825,324108,ico://sk/00324108,Obec Drienovec,
7826,48485357,ico://sk/48485357_00472,"Správca - JUDr. Ďurčeková, správca k.s.",
7827,48485357,ico://sk/48485357_00075,"Správca - Kočka František, JUDr.",
7828,37888544,ico://sk/37888544,"Základná škola s materskou školou, Záhumnie 24, Brehy",
7829,325961,ico://sk/00325961,Obec Vojnatina,
7830,34015434,ico://sk/34015434,Centrum pre deti a rodiny Topoľčany,
7831,800252,ico://sk/00800252,Obec Igram,
7832,160971,ico://sk/00160971,Gymnázium M. R. Štefánika Košice,
7833,42499500,ico://sk/42499500_0015,"Finančné riaditeľstvo SR, Daňový úrad Žilina",
7834,308013,ico://sk/00308013_10001,Materská škola Hruboňovo,
7835,35546492,ico://sk/35546492,Základná škola s materskou školou Helcmanovce 41,
7836,50668277,ico://sk/50668277,Kancelária Najvyššieho súdu Slovenskej republiky,
7837,305731,ico://sk/00305731,Obec Štvrtok na Ostrove,
7838,326925,ico://sk/00326925_710028288,Materská škola Červenica pri Sabinove 122,
7839,51278235,ico://sk/51278235,Základná škola s materskou školou Benice 96,
7840,308242,ico://sk/00308242,Obec Mankovce,
7841,587575,ico://sk/00587575,Obec Ondrejovce,
7842,324507,ico://sk/00324507,Obec Nižný Klátov,
7843,48485357,ico://sk/48485357_00192,"Správca - Pospíšil & Partners, k. s.",
7844,305766,ico://sk/00305766,Obec Trhová Hradská,
7845,30868645,ico://sk/30868645,"Súkromná pedagogická a sociálna akadémia, Ružová dolina 29, Bratislava",
7846,350303,ico://sk/00350303,Centrum pre deti a rodiny Kolárovo,
7847,37810057,ico://sk/37810057,"Základná škola Jozefa Ignáca Bajzu Bajzova 2, Predmier",
7848,42165393,ico://sk/42165393,"Súkromná základná škola BESST, Limbová 3, Trnava",
7849,37812475,ico://sk/37812475,"Základná škola s materskou školou, Podzávoz, Čadca",
7850,313912,ico://sk/00313912,Obec Vaľkovňa,
7851,36088323,ico://sk/36088323,Žitnoostrovná knižnica Dunajská Streda,
7852,37998447,ico://sk/37998447,Obec Nový svet,
7853,37872893,ico://sk/37872893,Základná škola s materskou školou Mníšek nad Popradom,
7854,321206,ico://sk/00321206,Obec Čičmany,
7855,327182,ico://sk/00327182,"Obec Jakubovany, okres Sabinov",
7856,50424891,ico://sk/50424891,"Stredná odborná škola, Námestie SNP 5, Partizánske",
7857,315648,ico://sk/00315648,Obec Nižná Boca,
7858,319040,ico://sk/00319040,Obec Rimavské Brezovo,
7859,37876716,ico://sk/37876716,"Základná umelecká škola A.A. Ljubimova, Medzilaborce",
7860,160628,ico://sk/00160628,"Gymnázium, Školská 2, Dubnica nad Váhom",
7861,316466,ico://sk/00316466,Obec Točnica,
7862,42355818,ico://sk/42355818_1546,"ORPS, poštové služby",
7863,17336121,ico://sk/17336121,Regionálny úrad verejného zdravotníctva Nové Zámky,
7864,610798,ico://sk/00610798,Centrum pre deti a rodiny Košice - Hurbanova,
7865,647594,ico://sk/00647594,Obec Širákov,
7866,306215,ico://sk/00306215,Obec Tešedíkovo,
7867,647438,ico://sk/00647438,Obec Nemce,
7868,37865277,ico://sk/37865277,Základná škola Veľký Lapáš,
7869,36086789,ico://sk/36086789,"Základná škola Zoltána Kodálya s VJM, Dunajská Streda",
7870,328006,ico://sk/00328006,Obec Vyšná Šebastová,
7871,500402,ico://sk/00500402,"Spojená škola internátna, Školská 12, Michalovce",
7872,30794536,ico://sk/30794536_0040,"Ústredie práce, sociálnych vecí a rodiny, Úrad práce, sociálnych vecí a rodiny Vranov nad Topľou",
7873,316172,ico://sk/00316172,Obec Lovinobaňa,
7874,36158101,ico://sk/36158101,"Základná škola s materskou školou, Pod lesíkom 19, Šarišské Michaľany",
7875,37976303,ico://sk/37976303,"Súkromná základná umelecká škola, Ul. Aurela Stodolu 60, Martin",
7876,37791699,ico://sk/37791699,Obec Lackovce,
7877,48485357,ico://sk/48485357_00639,"Správca - Lányiová Mária, JUDr.",
7878,42276624,ico://sk/42276624,Materská škola Dukelská Považská Bystrica,
7879,48485357,ico://sk/48485357_00461,"Správca - Medviď Michael, JUDr.",
7880,352098,ico://sk/00352098,"Stredná odborná škola, Ul. sv. Michala, Levice",
7881,587621,ico://sk/00587621,Obec Uhliská,
7882,319155,ico://sk/00319155,Mesto Tisovec,
7883,649741,ico://sk/00649741,Obec Večelkov,
7884,30794536,ico://sk/30794536_0025,"Ústredie práce, sociálnych vecí a rodiny, Úrad práce, sociálnych vecí a rodiny Žilina",
7885,611166,ico://sk/00611166,Obec Malý Cetín,
7886,37836706,ico://sk/37836706,Základná škola Jana Amosa Komenského,
7887,324264,ico://sk/00324264,Obec Jasov,
7888,691046,ico://sk/00691046,Mestská časť Košice - Juh,
7889,42499500,ico://sk/42499500_0007,"Finančné riaditeľstvo SR, Colný úrad Banská Bystrica",
7890,647365,ico://sk/00647365,Obec Rakovo,
7891,37852043,ico://sk/37852043,Materská škola Budovateľská Šaľa,
7892,166260,ico://sk/00166260,"Úrad geodézie, kartografie a katastra Slovenskej republiky",
7893,166073,ico://sk/00166073_10005,MSSR – RESS - Elektronický denník znalca,
7894,634956,ico://sk/00634956,Obec Čimhová,
7895,37876473,ico://sk/37876473,"Základná škola s materskou školou, Školská 75/7, Lúčivná",
7896,36110752,ico://sk/36110752,Základná škola Gergelya Czuczora s VJM Nové Zámky,
7897,312568,ico://sk/00312568,Obec Horné Zelenice,
7898,17071518,ico://sk/17071518,"JUDr. Dana Fričová, notár",
7899,327158,ico://sk/00327158,Obec Chminianske Jakubovany,
7900,332666,ico://sk/00332666,Obec Petkovce,
7901,306771,ico://sk/00306771,Obec Bátovce,
7902,17337097,ico://sk/17337097,"Gymnázium Federica Garcíu Lorcu, Hronská 3, Bratislava",
7903,42280338,ico://sk/42280338,Zariadenie sociálnych služieb Obce Horná Mariková,
7904,37872877,ico://sk/37872877,Základná škola s materskou školou Kamienka 113,
7905,42295947,ico://sk/42295947,"JUDr. Peter Opatovský, notár",
7906,691038,ico://sk/00691038,Mestská časť Košice - Nad Jazerom,
7907,320706,ico://sk/00320706,Obec Janova Lehota,
7951,310263,ico://sk/00310263,Obec Brezolupy,
7908,35546727,ico://sk/35546727,"Základná škola s materskou školou, SNP 239, Vlachovo",
7909,315427,ico://sk/00315427,Obec Liptovská Štiavnica,
7910,31780334,ico://sk/31780334,"Základná umelecká škola, Hálkova 56, Bratislava",
7911,177474,ico://sk/00177474_2620,Dobrovoľný hasičský zbor Veľké Ripňany,
7912,307157,ico://sk/00307157_10001,Materská škola Krškany,
7913,161110,ico://sk/00161110,"Gymnázium Konštantínova 2, Prešov",
7914,35561653,ico://sk/35561653,"JUDr. Michal Kruppa, exekútor",
7915,39535,ico://sk/00039535,Okresný súd Bratislava IV,
7916,500810,ico://sk/00500810,Odborné učilište internátne Trnava,
7917,325210,ico://sk/00325210,Obec Choňkovce,
7918,160296,ico://sk/00160296,Gymnázium Partizánske,
7919,322962,ico://sk/00322962,"Obec Hankovce, okres Humenné",
7920,317390,ico://sk/00317390,Obec Košeca,
7921,48485357,ico://sk/48485357_00572,"Správca - Pilát Miroslav, Mgr.",
7922,9174712,ico://sk/09174712_10001,WESTWARD ENTERPRISE LTD,
7923,310107,ico://sk/00310107,Obec Unín,
7924,166073,ico://sk/00166073_152,Odbor dohľadu nad právnickými profesiami,
7925,42499500,ico://sk/42499500_0004,"Finančné riaditeľstvo SR, Colný úrad Trenčín",
7926,48485357,ico://sk/48485357_00233,Správca - Licitor recovery k. s.,
7927,690601,ico://sk/00690601,Obec Proč,
7928,647861,ico://sk/00647861,"Obec Lieskovec, okres Zvolen",
7929,51490609,ico://sk/51490609,"Materská škola, Hurbanova 153/62, Stará Turá",
7930,35541211,ico://sk/35541211,Základná škola Somotor,
7931,330892,ico://sk/00330892,Obec Príkra,
7932,37860861,ico://sk/37860861,Základná škola s materskou školou Karola Strmeňa Palárikovo,
7933,36064181,ico://sk/36064181,"Základná škola, Štúrová 142/A, Malacky",
7934,305430,ico://sk/00305430,Obec Dolný Štál,
7935,35984481,ico://sk/35984481_10001,ceprvpsbb,
7936,30794536,ico://sk/30794536_0019,"Ústredie práce, sociálnych vecí a rodiny, Úrad práce, sociálnych vecí a rodiny Čadca",
7937,50481495,ico://sk/50481495,Spojená škola Bijacovce 1,
7938,329649,ico://sk/00329649,Obec Spišské Tomášovce,
7939,36132497,ico://sk/36132497,"Základná umelecká škola Petra Michala Bohúňa, Matúškova 1632/5, Dolný Kubín",
7940,17080703,ico://sk/17080703,Základná škola Teodora Jozefa Moussona Michalovce,
7941,309737,ico://sk/00309737,Obec Moravský Svätý Ján,
7942,35512881,ico://sk/35512881,"JUDr. Boris Gerbery, exekútor",
7943,37876902,ico://sk/37876902,Základná umelecká škola Tatranská Lomnica,
7944,36138487,ico://sk/36138487,Obec Šuja,
7945,215597,ico://sk/00215597,Jazyková škola Žilina,
7946,37873580,ico://sk/37873580,"Základná škola s materskou školou, Pčoliné 113",
7947,311791,ico://sk/00311791,Obec Moravské Lieskové,
7948,325201,ico://sk/00325201,Obec Husák,
7949,42162106,ico://sk/42162106,Základná umelecká škola vo Voderadoch,
7950,17070449,ico://sk/17070449,Špeciálna základná škola Fraňa Kráľa Levoča,
7952,37838423,ico://sk/37838423,"Základná škola Sídlisko SNP 1415/49, Galanta",
7953,31780741,ico://sk/31780741,"Základná škola, Bieloruská 1, Bratislava",
7954,31816681,ico://sk/31816681,Základná škola Ľudovíta Štúra Modra,
7955,690619,ico://sk/00690619,Obec Abranovce,
7956,151866,ico://sk/00151866_10121,Okresný úrad Považská Bystrica,
